obs_col,obs_idx,frame,single_k,semantic,max_abs,mean_abs,rmse,max_signed_at_some_row
obs16,16,0,16,dof_pos[11],0.0,0.0,0.0,0.0
obs48,48,1,1,phase_cos,0.0,0.0,0.0,0.0
obs50,50,1,3,cmd_vy,0.0,0.0,0.0,0.0
obs98,98,2,4,cmd_dyaw,0.0,0.0,0.0,0.0
obs69,69,1,22,dof_vel[5],0.0,0.0,0.0,0.0
obs71,71,1,24,dof_vel[7],0.0,0.0,0.0,0.0
obs72,72,1,25,dof_vel[8],0.0,0.0,0.0,0.0
obs73,73,1,26,dof_vel[9],0.0,0.0,0.0,0.0
obs74,74,1,27,dof_vel[10],0.0,0.0,0.0,0.0
obs75,75,1,28,dof_vel[11],0.0,0.0,0.0,0.0
obs88,88,1,41,imu_omega[0],0.0,0.0,0.0,0.0
obs89,89,1,42,imu_omega[1],0.0,0.0,0.0,0.0
obs90,90,1,43,imu_omega[2],0.0,0.0,0.0,0.0
obs91,91,1,44,imu_rpy[0],0.0,0.0,0.0,0.0
obs92,92,1,45,imu_rpy[1],0.0,0.0,0.0,0.0
obs93,93,1,46,imu_rpy[2],0.0,0.0,0.0,0.0
obs94,94,2,0,phase_sin,0.0,0.0,0.0,0.0
obs95,95,2,1,phase_cos,0.0,0.0,0.0,0.0
obs96,96,2,2,cmd_vx,0.0,0.0,0.0,0.0
obs97,97,2,3,cmd_vy,0.0,0.0,0.0,0.0
obs70,70,1,23,dof_vel[6],0.0,0.0,0.0,0.0
obs68,68,1,21,dof_vel[4],0.0,0.0,0.0,0.0
obs51,51,1,4,cmd_dyaw,0.0,0.0,0.0,0.0
obs67,67,1,20,dof_vel[3],0.0,0.0,0.0,0.0
obs52,52,1,5,dof_pos[0],0.0,0.0,0.0,0.0
obs53,53,1,6,dof_pos[1],0.0,0.0,0.0,0.0
obs54,54,1,7,dof_pos[2],0.0,0.0,0.0,0.0
obs55,55,1,8,dof_pos[3],0.0,0.0,0.0,0.0
obs56,56,1,9,dof_pos[4],0.0,0.0,0.0,0.0
obs57,57,1,10,dof_pos[5],0.0,0.0,0.0,0.0
obs58,58,1,11,dof_pos[6],0.0,0.0,0.0,0.0
obs59,59,1,12,dof_pos[7],0.0,0.0,0.0,0.0
obs60,60,1,13,dof_pos[8],0.0,0.0,0.0,0.0
obs61,61,1,14,dof_pos[9],0.0,0.0,0.0,0.0
obs62,62,1,15,dof_pos[10],0.0,0.0,0.0,0.0
obs63,63,1,16,dof_pos[11],0.0,0.0,0.0,0.0
obs64,64,1,17,dof_vel[0],0.0,0.0,0.0,0.0
obs65,65,1,18,dof_vel[1],0.0,0.0,0.0,0.0
obs66,66,1,19,dof_vel[2],0.0,0.0,0.0,0.0
obs199,199,4,11,dof_pos[6],0.0,0.0,0.0,0.0
obs200,200,4,12,dof_pos[7],0.0,0.0,0.0,0.0
obs201,201,4,13,dof_pos[8],0.0,0.0,0.0,0.0
obs332,332,7,3,cmd_vy,0.0,0.0,0.0,0.0
obs334,334,7,5,dof_pos[0],0.0,0.0,0.0,0.0
obs335,335,7,6,dof_pos[1],0.0,0.0,0.0,0.0
obs336,336,7,7,dof_pos[2],0.0,0.0,0.0,0.0
obs337,337,7,8,dof_pos[3],0.0,0.0,0.0,0.0
obs338,338,7,9,dof_pos[4],0.0,0.0,0.0,0.0
obs339,339,7,10,dof_pos[5],0.0,0.0,0.0,0.0
obs340,340,7,11,dof_pos[6],0.0,0.0,0.0,0.0
obs341,341,7,12,dof_pos[7],0.0,0.0,0.0,0.0
obs342,342,7,13,dof_pos[8],0.0,0.0,0.0,0.0
obs343,343,7,14,dof_pos[9],0.0,0.0,0.0,0.0
obs344,344,7,15,dof_pos[10],0.0,0.0,0.0,0.0
obs345,345,7,16,dof_pos[11],0.0,0.0,0.0,0.0
obs346,346,7,17,dof_vel[0],0.0,0.0,0.0,0.0
obs347,347,7,18,dof_vel[1],0.0,0.0,0.0,0.0
obs348,348,7,19,dof_vel[2],0.0,0.0,0.0,0.0
obs333,333,7,4,cmd_dyaw,0.0,0.0,0.0,0.0
obs331,331,7,2,cmd_vx,0.0,0.0,0.0,0.0
obs350,350,7,21,dof_vel[4],0.0,0.0,0.0,0.0
obs330,330,7,1,phase_cos,0.0,0.0,0.0,0.0
obs303,303,6,21,dof_vel[4],0.0,0.0,0.0,0.0
obs304,304,6,22,dof_vel[5],0.0,0.0,0.0,0.0
obs305,305,6,23,dof_vel[6],0.0,0.0,0.0,0.0
obs306,306,6,24,dof_vel[7],0.0,0.0,0.0,0.0
obs307,307,6,25,dof_vel[8],0.0,0.0,0.0,0.0
obs308,308,6,26,dof_vel[9],0.0,0.0,0.0,0.0
obs309,309,6,27,dof_vel[10],0.0,0.0,0.0,0.0
obs310,310,6,28,dof_vel[11],0.0,0.0,0.0,0.0
obs323,323,6,41,imu_omega[0],0.0,0.0,0.0,0.0
obs324,324,6,42,imu_omega[1],0.0,0.0,0.0,0.0
obs325,325,6,43,imu_omega[2],0.0,0.0,0.0,0.0
obs326,326,6,44,imu_rpy[0],0.0,0.0,0.0,0.0
obs327,327,6,45,imu_rpy[1],0.0,0.0,0.0,0.0
obs328,328,6,46,imu_rpy[2],0.0,0.0,0.0,0.0
obs329,329,7,0,phase_sin,0.0,0.0,0.0,0.0
obs349,349,7,20,dof_vel[3],0.0,0.0,0.0,0.0
obs351,351,7,22,dof_vel[5],0.0,0.0,0.0,0.0
obs301,301,6,19,dof_vel[2],0.0,0.0,0.0,0.0
obs382,382,8,6,dof_pos[1],0.0,0.0,0.0,0.0
obs384,384,8,8,dof_pos[3],0.0,0.0,0.0,0.0
obs385,385,8,9,dof_pos[4],0.0,0.0,0.0,0.0
obs386,386,8,10,dof_pos[5],0.0,0.0,0.0,0.0
obs387,387,8,11,dof_pos[6],0.0,0.0,0.0,0.0
obs388,388,8,12,dof_pos[7],0.0,0.0,0.0,0.0
obs389,389,8,13,dof_pos[8],0.0,0.0,0.0,0.0
obs390,390,8,14,dof_pos[9],0.0,0.0,0.0,0.0
obs391,391,8,15,dof_pos[10],0.0,0.0,0.0,0.0
obs392,392,8,16,dof_pos[11],0.0,0.0,0.0,0.0
obs393,393,8,17,dof_vel[0],0.0,0.0,0.0,0.0
obs394,394,8,18,dof_vel[1],0.0,0.0,0.0,0.0
obs395,395,8,19,dof_vel[2],0.0,0.0,0.0,0.0
obs396,396,8,20,dof_vel[3],0.0,0.0,0.0,0.0
obs397,397,8,21,dof_vel[4],0.0,0.0,0.0,0.0
obs398,398,8,22,dof_vel[5],0.0,0.0,0.0,0.0
obs383,383,8,7,dof_pos[2],0.0,0.0,0.0,0.0
obs381,381,8,5,dof_pos[0],0.0,0.0,0.0,0.0
obs1,1,0,1,phase_cos,0.0,0.0,0.0,0.0
obs380,380,8,4,cmd_dyaw,0.0,0.0,0.0,0.0
obs353,353,7,24,dof_vel[7],0.0,0.0,0.0,0.0
obs354,354,7,25,dof_vel[8],0.0,0.0,0.0,0.0
obs355,355,7,26,dof_vel[9],0.0,0.0,0.0,0.0
obs356,356,7,27,dof_vel[10],0.0,0.0,0.0,0.0
obs357,357,7,28,dof_vel[11],0.0,0.0,0.0,0.0
obs370,370,7,41,imu_omega[0],0.0,0.0,0.0,0.0
obs371,371,7,42,imu_omega[1],0.0,0.0,0.0,0.0
obs372,372,7,43,imu_omega[2],0.0,0.0,0.0,0.0
obs373,373,7,44,imu_rpy[0],0.0,0.0,0.0,0.0
obs374,374,7,45,imu_rpy[1],0.0,0.0,0.0,0.0
obs375,375,7,46,imu_rpy[2],0.0,0.0,0.0,0.0
obs376,376,8,0,phase_sin,0.0,0.0,0.0,0.0
obs377,377,8,1,phase_cos,0.0,0.0,0.0,0.0
obs378,378,8,2,cmd_vx,0.0,0.0,0.0,0.0
obs379,379,8,3,cmd_vy,0.0,0.0,0.0,0.0
obs302,302,6,20,dof_vel[3],0.0,0.0,0.0,0.0
obs300,300,6,18,dof_vel[1],0.0,0.0,0.0,0.0
obs202,202,4,14,dof_pos[9],0.0,0.0,0.0,0.0
obs232,232,4,44,imu_rpy[0],0.0,0.0,0.0,0.0
obs234,234,4,46,imu_rpy[2],0.0,0.0,0.0,0.0
obs235,235,5,0,phase_sin,0.0,0.0,0.0,0.0
obs236,236,5,1,phase_cos,0.0,0.0,0.0,0.0
obs237,237,5,2,cmd_vx,0.0,0.0,0.0,0.0
obs238,238,5,3,cmd_vy,0.0,0.0,0.0,0.0
obs239,239,5,4,cmd_dyaw,0.0,0.0,0.0,0.0
obs240,240,5,5,dof_pos[0],0.0,0.0,0.0,0.0
obs241,241,5,6,dof_pos[1],0.0,0.0,0.0,0.0
obs242,242,5,7,dof_pos[2],0.0,0.0,0.0,0.0
obs243,243,5,8,dof_pos[3],0.0,0.0,0.0,0.0
obs244,244,5,9,dof_pos[4],0.0,0.0,0.0,0.0
obs245,245,5,10,dof_pos[5],0.0,0.0,0.0,0.0
obs246,246,5,11,dof_pos[6],0.0,0.0,0.0,0.0
obs247,247,5,12,dof_pos[7],0.0,0.0,0.0,0.0
obs248,248,5,13,dof_pos[8],0.0,0.0,0.0,0.0
obs233,233,4,45,imu_rpy[1],0.0,0.0,0.0,0.0
obs231,231,4,43,imu_omega[2],0.0,0.0,0.0,0.0
obs250,250,5,15,dof_pos[10],0.0,0.0,0.0,0.0
obs230,230,4,42,imu_omega[1],0.0,0.0,0.0,0.0
obs203,203,4,15,dof_pos[10],0.0,0.0,0.0,0.0
obs204,204,4,16,dof_pos[11],0.0,0.0,0.0,0.0
obs205,205,4,17,dof_vel[0],0.0,0.0,0.0,0.0
obs206,206,4,18,dof_vel[1],0.0,0.0,0.0,0.0
obs207,207,4,19,dof_vel[2],0.0,0.0,0.0,0.0
obs208,208,4,20,dof_vel[3],0.0,0.0,0.0,0.0
obs209,209,4,21,dof_vel[4],0.0,0.0,0.0,0.0
obs210,210,4,22,dof_vel[5],0.0,0.0,0.0,0.0
obs211,211,4,23,dof_vel[6],0.0,0.0,0.0,0.0
obs212,212,4,24,dof_vel[7],0.0,0.0,0.0,0.0
obs213,213,4,25,dof_vel[8],0.0,0.0,0.0,0.0
obs214,214,4,26,dof_vel[9],0.0,0.0,0.0,0.0
obs215,215,4,27,dof_vel[10],0.0,0.0,0.0,0.0
obs216,216,4,28,dof_vel[11],0.0,0.0,0.0,0.0
obs229,229,4,41,imu_omega[0],0.0,0.0,0.0,0.0
obs249,249,5,14,dof_pos[9],0.0,0.0,0.0,0.0
obs251,251,5,16,dof_pos[11],0.0,0.0,0.0,0.0
obs299,299,6,17,dof_vel[0],0.0,0.0,0.0,0.0
obs282,282,6,0,phase_sin,0.0,0.0,0.0,0.0
obs284,284,6,2,cmd_vx,0.0,0.0,0.0,0.0
obs285,285,6,3,cmd_vy,0.0,0.0,0.0,0.0
obs286,286,6,4,cmd_dyaw,0.0,0.0,0.0,0.0
obs287,287,6,5,dof_pos[0],0.0,0.0,0.0,0.0
obs288,288,6,6,dof_pos[1],0.0,0.0,0.0,0.0
obs289,289,6,7,dof_pos[2],0.0,0.0,0.0,0.0
obs290,290,6,8,dof_pos[3],0.0,0.0,0.0,0.0
obs291,291,6,9,dof_pos[4],0.0,0.0,0.0,0.0
obs292,292,6,10,dof_pos[5],0.0,0.0,0.0,0.0
obs293,293,6,11,dof_pos[6],0.0,0.0,0.0,0.0
obs294,294,6,12,dof_pos[7],0.0,0.0,0.0,0.0
obs295,295,6,13,dof_pos[8],0.0,0.0,0.0,0.0
obs296,296,6,14,dof_pos[9],0.0,0.0,0.0,0.0
obs297,297,6,15,dof_pos[10],0.0,0.0,0.0,0.0
obs298,298,6,16,dof_pos[11],0.0,0.0,0.0,0.0
obs283,283,6,1,phase_cos,0.0,0.0,0.0,0.0
obs281,281,5,46,imu_rpy[2],0.0,0.0,0.0,0.0
obs252,252,5,17,dof_vel[0],0.0,0.0,0.0,0.0
obs280,280,5,45,imu_rpy[1],0.0,0.0,0.0,0.0
obs253,253,5,18,dof_vel[1],0.0,0.0,0.0,0.0
obs254,254,5,19,dof_vel[2],0.0,0.0,0.0,0.0
obs255,255,5,20,dof_vel[3],0.0,0.0,0.0,0.0
obs256,256,5,21,dof_vel[4],0.0,0.0,0.0,0.0
obs257,257,5,22,dof_vel[5],0.0,0.0,0.0,0.0
obs258,258,5,23,dof_vel[6],0.0,0.0,0.0,0.0
obs259,259,5,24,dof_vel[7],0.0,0.0,0.0,0.0
obs260,260,5,25,dof_vel[8],0.0,0.0,0.0,0.0
obs261,261,5,26,dof_vel[9],0.0,0.0,0.0,0.0
obs262,262,5,27,dof_vel[10],0.0,0.0,0.0,0.0
obs263,263,5,28,dof_vel[11],0.0,0.0,0.0,0.0
obs276,276,5,41,imu_omega[0],0.0,0.0,0.0,0.0
obs277,277,5,42,imu_omega[1],0.0,0.0,0.0,0.0
obs278,278,5,43,imu_omega[2],0.0,0.0,0.0,0.0
obs279,279,5,44,imu_rpy[0],0.0,0.0,0.0,0.0
obs704,704,14,46,imu_rpy[2],0.0,0.0,0.0,0.0
