t,lowlevel_cnt,policy_run_steps,warmup,L_hip_pitch,L_hip_roll,L_hip_yaw,L_knee,L_ankle_pitch,L_ankle_roll,R_hip_pitch,R_hip_roll,R_hip_yaw,R_knee,R_ankle_pitch,R_ankle_roll
4.510000,4510,4510,0,-0.74068880,-1.47183001,-2.44874024,0.66806751,-0.77675235,1.13046503,-1.38552308,-0.02120078,-0.09601063,3.06778669,0.23527353,1.40796280
4.520000,4520,4520,0,-0.82672989,-1.49973845,-2.43414950,0.51331502,-0.52871174,1.31350863,-1.47066796,0.19918297,-0.04832007,3.12646341,0.14786328,1.35225129
4.530000,4530,4530,0,-0.86696100,-1.47332489,-2.37154746,0.38705847,-0.36916637,1.37357616,-1.52027154,0.24246207,-0.04290070,3.06295133,0.06777312,1.33427978
4.540000,4540,4540,0,-0.85072637,-1.39838016,-2.20276237,0.32290289,-0.28277403,1.34393358,-1.50073147,0.28933907,-0.01657458,2.86369848,-0.00178593,1.27374136
4.550000,4550,4550,0,-0.77608782,-1.32540035,-1.98834181,0.34539616,-0.24693143,1.28452277,-1.41684926,0.31495455,0.01531778,2.56127262,-0.04662039,1.17282224
4.560000,4560,4560,0,-0.70577854,-1.27148867,-1.80740941,0.31983539,-0.20418632,1.24503744,-1.32549644,0.31512061,0.08741121,2.31639838,-0.13397171,1.05675602
4.570000,4570,4570,0,-0.68778145,-1.33148360,-1.73567665,0.27034521,-0.11416452,1.24125552,-1.27727985,0.35981569,0.09688522,2.20031309,-0.22106959,0.93914318
4.580000,4580,4580,0,-0.73263210,-1.52591097,-1.66010702,0.22787793,-0.08462965,1.28784466,-1.31659436,0.51731229,0.08867355,2.21580863,-0.27073604,0.82897174
4.590000,4590,4590,0,-0.74214947,-1.72457504,-1.59713793,0.22436760,-0.06582432,1.32263994,-1.34806049,0.57239795,0.12464540,2.26257372,-0.28374305,0.71199381
4.600000,4600,4600,0,-0.73265088,-1.79083323,-1.54890370,0.24775121,0.01311363,1.30874324,-1.34437454,0.52177441,0.10368712,2.29106593,-0.28926590,0.61550546
4.610000,4610,4610,0,-0.78065544,-1.75168109,-1.50330317,0.24727336,0.13511717,1.30148411,-1.34840465,0.46845868,0.01267980,2.27111769,-0.28690565,0.53412974
4.620000,4620,4620,0,-0.89397079,-1.61416173,-1.41830420,0.20524959,0.21843654,1.28684413,-1.37118721,0.52133131,-0.08410956,2.18263888,-0.29745263,0.50409156
4.630000,4630,4630,0,-0.99692351,-1.47965121,-1.37641048,0.10853928,0.29104882,1.24643147,-1.36975312,0.54771698,-0.10699601,2.11444545,-0.34921578,0.50360286
4.640000,4640,4640,0,-1.04750371,-1.40519810,-1.37391686,0.07024287,0.34355521,1.18102252,-1.36650574,0.55707574,-0.10881077,2.03713965,-0.39906415,0.48563984
4.650000,4650,4650,0,-1.07234776,-1.37412047,-1.34509659,0.05298810,0.39540917,1.14186811,-1.35040641,0.52603745,-0.12772356,1.92979062,-0.42737150,0.41803470
4.660000,4660,4660,0,-1.08988714,-1.34584808,-1.27365613,0.02883779,0.43414062,1.11934781,-1.32164764,0.48686668,-0.15646304,1.79174101,-0.44268134,0.32310939
4.670000,4670,4670,0,-1.09339881,-1.29587007,-1.18861103,-0.01309694,0.40470147,1.09994471,-1.28314579,0.47445723,-0.16796960,1.64292586,-0.45518497,0.21742031
4.680000,4680,4680,0,-1.07203805,-1.25484502,-1.10625792,-0.04388117,0.36341131,1.07224727,-1.22676611,0.44210163,-0.16736580,1.48806179,-0.45110899,0.10230732
4.690000,4690,4690,0,-1.03751373,-1.20103562,-1.01078773,-0.06298492,0.30449259,1.02798116,-1.16569018,0.39186886,-0.17830552,1.30913997,-0.43706018,-0.02255818
4.700000,4700,4700,0,-0.99137437,-1.14803910,-0.91191304,-0.07091156,0.23615646,0.96766382,-1.09685779,0.32803920,-0.18828170,1.08923185,-0.42471921,-0.16087459
4.710000,4710,4710,0,-0.94721502,-1.08102345,-0.78033543,-0.07220189,0.15223217,0.87643653,-1.02026415,0.26132467,-0.20952241,0.83980888,-0.41736796,-0.31615147
4.720000,4720,4720,0,-0.91212982,-0.99233562,-0.63754243,-0.07999743,0.08048064,0.75016010,-0.93153900,0.18557899,-0.23604950,0.55632794,-0.40358573,-0.50541437
4.730000,4730,4730,0,-0.88113517,-0.87320942,-0.46622342,-0.08918173,0.00919537,0.56839603,-0.82476413,0.09125879,-0.28281772,0.20898052,-0.38136226,-0.74666071
4.740000,4740,4740,0,-0.83165532,-0.72587162,-0.26624590,-0.11489886,-0.08619707,0.32757324,-0.69087845,-0.00661293,-0.31759417,-0.22577514,-0.38131174,-1.04703367
4.750000,4750,4750,0,-0.77066153,-0.53188145,-0.02801446,-0.15701947,-0.20712936,-0.01081256,-0.54301935,-0.09093282,-0.30269650,-0.76135534,-0.40045151,-1.39273107
4.760000,4760,4760,0,-0.73659074,-0.29118121,0.22895142,-0.24067833,-0.27933180,-0.51228148,-0.38782704,-0.13435513,-0.13378428,-1.36950064,-0.44812661,-1.73196077
4.770000,4770,4770,0,-0.64118785,0.03551258,0.39461872,-0.47178519,-0.24897555,-1.29813099,-0.17706960,-0.09110145,0.46448532,-1.87466538,-0.49661276,-1.93604863
4.780000,4780,4780,0,-0.20118590,0.62925225,0.40127754,-1.05646014,-0.03791059,-2.21298122,0.22668025,0.07701261,1.43199289,-1.88258433,-0.40081564,-1.98478317
4.790000,4790,4790,0,0.33090907,1.01771390,0.39164764,-1.73015809,-0.13294837,-2.74765968,0.64294243,0.35376233,2.14544678,-1.58681881,-0.26522809,-1.91666889
4.800000,4800,4800,0,0.72986794,0.96688819,0.30503798,-2.22424936,-0.40148517,-2.87730455,0.87286592,0.65160453,2.49779391,-1.32078350,-0.08600773,-1.88704050
4.810000,4810,4810,0,0.95321035,0.77700472,0.13316250,-2.57942176,-0.62711388,-2.79963684,0.95110428,1.00671387,2.59488487,-1.05745256,0.08659111,-1.86059630
4.820000,4820,4820,0,1.07874262,0.50684512,-0.02394152,-2.83092594,-0.71141082,-2.65763617,0.93777668,1.37802410,2.58240509,-0.84298658,0.16829751,-1.80726242
4.830000,4830,4830,0,1.14222109,0.23423699,-0.12539744,-2.98257065,-0.72045416,-2.51265860,0.88957942,1.68220496,2.53021097,-0.68285412,0.22792076,-1.75626159
4.840000,4840,4840,0,1.16745782,0.00573069,-0.21039450,-3.02780604,-0.68429011,-2.36608362,0.81635255,1.92609775,2.44860888,-0.57174665,0.28232521,-1.70967770
4.850000,4850,4850,0,1.17983401,-0.18080284,-0.26743591,-2.99017429,-0.60837483,-2.26963806,0.74215275,2.09262395,2.31690407,-0.51372939,0.28326643,-1.67044663
4.860000,4860,4860,0,1.17139471,-0.29791433,-0.27984929,-2.87762356,-0.49587306,-2.23418641,0.66416925,2.15973592,2.13181400,-0.52317631,0.23031227,-1.62245679
4.870000,4870,4870,0,1.13155746,-0.34913236,-0.26967174,-2.73147845,-0.36025238,-2.24394703,0.57823932,2.14880586,1.93858254,-0.58084875,0.14313231,-1.56466353
4.880000,4880,4880,0,1.07436109,-0.34828728,-0.24342281,-2.54207230,-0.25326163,-2.26026845,0.50744945,2.11215591,1.75197208,-0.64808214,0.05405842,-1.51183891
4.890000,4890,4890,0,1.02241468,-0.29549962,-0.22434741,-2.36332226,-0.20518896,-2.25047445,0.46211907,2.07952857,1.59070134,-0.69150394,0.01080351,-1.46965003
4.900000,4900,4900,0,0.98165566,-0.22472696,-0.20302173,-2.25924969,-0.17231649,-2.22663212,0.43865612,2.09288406,1.47530293,-0.70575511,0.01401310,-1.44039893
4.910000,4910,4910,0,0.97153223,-0.21678759,-0.14430338,-2.21050453,-0.11537903,-2.22224164,0.45151880,2.10158801,1.38863635,-0.71617198,0.02897780,-1.41348255
4.920000,4920,4920,0,0.98518115,-0.25171238,-0.05483264,-2.20743465,-0.06590209,-2.23448992,0.48338154,2.08102560,1.29747403,-0.73977715,0.05051457,-1.38618433
4.930000,4930,4930,0,1.01205218,-0.28017271,0.00495994,-2.25565529,-0.07272632,-2.25224662,0.53045112,2.03388000,1.22315979,-0.74768901,0.10613249,-1.36911511
4.940000,4940,4940,0,1.04944551,-0.29049426,0.01446929,-2.31204820,-0.10269246,-2.26061869,0.58802742,1.96962047,1.18053699,-0.73483688,0.17907743,-1.35881186
4.950000,4950,4950,0,1.08344746,-0.29715830,0.01834500,-2.33863974,-0.13023698,-2.25959301,0.64508408,1.89687896,1.15836251,-0.71848214,0.22929035,-1.35182405
4.960000,4960,4960,0,1.09922349,-0.29205054,0.02403340,-2.31624627,-0.15269327,-2.24884772,0.69417167,1.82068431,1.13540196,-0.70659953,0.25225627,-1.34439206
4.970000,4970,4970,0,1.09611416,-0.28527391,0.03857911,-2.24266768,-0.16560963,-2.22757912,0.73535037,1.74325848,1.10325909,-0.69881463,0.25398743,-1.32980978
4.980000,4980,4980,0,1.07731104,-0.27520490,0.05142155,-2.12852955,-0.17419365,-2.19472742,0.76996225,1.66960049,1.05828857,-0.69181848,0.24873607,-1.30770683
4.990000,4990,4990,0,1.04537487,-0.26438439,0.06288135,-1.97635031,-0.17837578,-2.15206909,0.79925764,1.59990931,1.00191045,-0.68326938,0.23831747,-1.28106654
5.000000,5000,5000,0,0.99999171,-0.24912177,0.07774645,-1.78817344,-0.17533609,-2.10032248,0.81941104,1.53217745,0.94030035,-0.67108244,0.21981071,-1.24906981
5.010000,5010,5010,0,0.94467032,-0.22166423,0.10057870,-1.57232809,-0.16589442,-2.03747392,0.83092004,1.46390104,0.87281466,-0.65468299,0.19269536,-1.21060443
5.020000,5020,5020,0,0.88382381,-0.17950822,0.13524359,-1.33443952,-0.14998212,-1.96241724,0.83599114,1.38986731,0.79643220,-0.63301271,0.15627937,-1.16294229
5.030000,5030,5030,0,0.81752580,-0.12164298,0.17798942,-1.07786000,-0.13297850,-1.87373567,0.83268732,1.30784822,0.71748382,-0.60161650,0.11660753,-1.10570574
5.040000,5040,5040,0,0.74730271,-0.05430968,0.22433454,-0.79484510,-0.11852422,-1.76943541,0.82244653,1.21380258,0.62821931,-0.55875266,0.08046304,-1.03507710
5.050000,5050,5050,0,0.67270309,0.01859985,0.27101591,-0.46994787,-0.10951092,-1.64622092,0.80813795,1.08839679,0.51384932,-0.50219178,0.04557453,-0.94394338
5.060000,5060,5060,0,0.59174764,0.09861225,0.32469606,-0.10505985,-0.10531931,-1.50618064,0.79026800,0.92880893,0.36659843,-0.44172096,0.00697403,-0.82556844
5.070000,5070,5070,0,0.49950901,0.18070601,0.38204646,0.29787061,-0.11083718,-1.34718943,0.76764435,0.74903703,0.17684671,-0.38867116,-0.04814393,-0.65473604
5.080000,5080,5080,0,0.38059270,0.25917184,0.42658594,0.74112135,-0.13660866,-1.16391182,0.73628622,0.57166266,-0.07952359,-0.36120629,-0.16714726,-0.35717836
5.090000,5090,5090,0,0.19589584,0.30505139,0.41060629,1.25213528,-0.16496351,-0.94059384,0.73590297,0.42432281,-0.44954452,-0.39521766,-0.42853355,0.25674498
5.100000,5100,5100,0,-0.01440736,0.28450510,0.14601016,1.80982423,-0.21600705,-0.59507471,0.73857725,0.08037536,-0.91230160,-0.35567361,-0.77291507,1.24028277
5.110000,5110,5110,0,-0.28973997,0.02630155,-0.57508445,2.17425704,-0.35357496,-0.09640281,0.48286358,-0.54697561,-1.20958221,0.12295544,-0.88451236,2.56438923
5.120000,5120,5120,0,-0.43859029,-0.40427428,-1.70609426,1.67843318,-0.52069265,0.35478282,-0.09229981,-1.28083897,-0.90731150,1.53794754,-0.17642406,3.26572967
5.130000,5130,5130,0,-0.48950082,-0.91396064,-2.34676433,1.13639283,-0.87580210,0.60155004,-0.78492135,-1.27803326,-0.51250052,2.57889318,0.40179378,2.57196259
5.140000,5140,5140,0,-0.58223516,-1.28341150,-2.55567670,0.84379470,-0.96422130,0.84402770,-1.23711193,-0.66756415,-0.24807282,2.96381235,0.42942715,1.60905349
5.150000,5150,5150,0,-0.74068886,-1.47182989,-2.44874024,0.66806757,-0.77675247,1.13046479,-1.38552320,-0.02120069,-0.09601080,3.06778669,0.23527358,1.40796292
5.160000,5160,5160,0,-0.82672995,-1.49973869,-2.43414950,0.51331496,-0.52871162,1.31350875,-1.47066796,0.19918312,-0.04832004,3.12646294,0.14786305,1.35225129
5.170000,5170,5170,0,-0.86696124,-1.47332478,-2.37154746,0.38705850,-0.36916643,1.37357616,-1.52027166,0.24246213,-0.04290061,3.06295109,0.06777303,1.33427978
5.180000,5180,5180,0,-0.85072643,-1.39838028,-2.20276213,0.32290283,-0.28277391,1.34393358,-1.50073159,0.28933895,-0.01657467,2.86369848,-0.00178612,1.27374148
5.190000,5190,5190,0,-0.77608782,-1.32540035,-1.98834205,0.34539607,-0.24693120,1.28452265,-1.41684926,0.31495464,0.01531787,2.56127214,-0.04662042,1.17282212
5.200000,5200,5200,0,-0.70577842,-1.27148867,-1.80740929,0.31983522,-0.20418662,1.24503767,-1.32549620,0.31512085,0.08741124,2.31639838,-0.13397183,1.05675614
5.210000,5210,5210,0,-0.68778145,-1.33148372,-1.73567665,0.27034515,-0.11416440,1.24125564,-1.27727973,0.35981563,0.09688531,2.20031309,-0.22106953,0.93914318
5.220000,5220,5220,0,-0.73263210,-1.52591097,-1.66010714,0.22787787,-0.08462965,1.28784466,-1.31659460,0.51731241,0.08867361,2.21580887,-0.27073604,0.82897186
5.230000,5230,5230,0,-0.74214959,-1.72457528,-1.59713805,0.22436754,-0.06582420,1.32263994,-1.34806037,0.57239783,0.12464537,2.26257372,-0.28374305,0.71199369
5.240000,5240,5240,0,-0.73265105,-1.79083323,-1.54890370,0.24775106,0.01311398,1.30874312,-1.34437454,0.52177453,0.10368706,2.29106617,-0.28926578,0.61550546
5.250000,5250,5250,0,-0.78065544,-1.75168145,-1.50330317,0.24727334,0.13511723,1.30148435,-1.34840465,0.46845868,0.01267968,2.27111793,-0.28690574,0.53412962
5.260000,5260,5260,0,-0.89397091,-1.61416173,-1.41830432,0.20524967,0.21843648,1.28684413,-1.37118721,0.52133131,-0.08410974,2.18263912,-0.29745266,0.50409138
5.270000,5270,5270,0,-0.99692351,-1.47965121,-1.37641048,0.10853910,0.29104882,1.24643159,-1.36975312,0.54771709,-0.10699581,2.11444569,-0.34921572,0.50360304
5.280000,5280,5280,0,-1.04750371,-1.40519810,-1.37391698,0.07024293,0.34355527,1.18102241,-1.36650562,0.55707586,-0.10881059,2.03713942,-0.39906403,0.48563969
5.290000,5290,5290,0,-1.07234788,-1.37412047,-1.34509623,0.05298813,0.39540899,1.14186811,-1.35040653,0.52603745,-0.12772359,1.92979062,-0.42737174,0.41803470
5.300000,5300,5300,0,-1.08988714,-1.34584820,-1.27365625,0.02883776,0.43414074,1.11934781,-1.32164752,0.48686662,-0.15646304,1.79174113,-0.44268143,0.32310918
5.310000,5310,5310,0,-1.09339893,-1.29587007,-1.18861079,-0.01309700,0.40470141,1.09994483,-1.28314567,0.47445723,-0.16796957,1.64292586,-0.45518488,0.21742046
5.320000,5320,5320,0,-1.07203805,-1.25484514,-1.10625792,-0.04388117,0.36341155,1.07224739,-1.22676623,0.44210163,-0.16736563,1.48806155,-0.45110899,0.10230735
5.330000,5330,5330,0,-1.03751373,-1.20103538,-1.01078773,-0.06298498,0.30449271,1.02798104,-1.16569018,0.39186880,-0.17830552,1.30913997,-0.43706027,-0.02255842
5.340000,5340,5340,0,-0.99137431,-1.14803934,-0.91191298,-0.07091158,0.23615628,0.96766388,-1.09685767,0.32803923,-0.18828179,1.08923173,-0.42471933,-0.16087481
5.350000,5350,5350,0,-0.94721496,-1.08102345,-0.78033519,-0.07220171,0.15223226,0.87643641,-1.02026403,0.26132467,-0.20952244,0.83980882,-0.41736773,-0.31615162
5.360000,5360,5360,0,-0.91212994,-0.99233562,-0.63754243,-0.07999756,0.08048070,0.75016010,-0.93153894,0.18557905,-0.23604956,0.55632782,-0.40358573,-0.50541461
5.370000,5370,5370,0,-0.88113523,-0.87320954,-0.46622342,-0.08918172,0.00919528,0.56839609,-0.82476419,0.09125865,-0.28281793,0.20898049,-0.38136214,-0.74666095
5.380000,5380,5380,0,-0.83165532,-0.72587138,-0.26624599,-0.11489881,-0.08619701,0.32757312,-0.69087851,-0.00661288,-0.31759414,-0.22577532,-0.38131189,-1.04703379
5.390000,5390,5390,0,-0.77066165,-0.53188151,-0.02801432,-0.15701944,-0.20712921,-0.01081268,-0.54301924,-0.09093285,-0.30269659,-0.76135552,-0.40045151,-1.39273119
5.400000,5400,5400,0,-0.73659080,-0.29118109,0.22895142,-0.24067836,-0.27933192,-0.51228160,-0.38782698,-0.13435514,-0.13378415,-1.36950076,-0.44812673,-1.73196089
5.410000,5410,5410,0,-0.64118779,0.03551272,0.39461866,-0.47178525,-0.24897549,-1.29813099,-0.17706951,-0.09110138,0.46448541,-1.87466538,-0.49661282,-1.93604863
5.420000,5420,5420,0,-0.20118581,0.62925249,0.40127736,-1.05646038,-0.03791051,-2.21298122,0.22668031,0.07701263,1.43199301,-1.88258398,-0.40081546,-1.98478341
5.430000,5430,5430,0,0.33090922,1.01771379,0.39164770,-1.73015809,-0.13294840,-2.74765944,0.64294249,0.35376236,2.14544678,-1.58681881,-0.26522821,-1.91666901
5.440000,5440,5440,0,0.72986805,0.96688855,0.30503803,-2.22424960,-0.40148526,-2.87730432,0.87286615,0.65160453,2.49779415,-1.32078338,-0.08600737,-1.88704073
5.450000,5450,5450,0,0.95321035,0.77700448,0.13316262,-2.57942176,-0.62711412,-2.79963684,0.95110458,1.00671387,2.59488487,-1.05745256,0.08659117,-1.86059630
5.460000,5460,5460,0,1.07874250,0.50684512,-0.02394164,-2.83092546,-0.71141106,-2.65763593,0.93777645,1.37802410,2.58240509,-0.84298635,0.16829740,-1.80726242
5.470000,5470,5470,0,1.14222109,0.23423703,-0.12539750,-2.98257089,-0.72045404,-2.51265860,0.88957959,1.68220472,2.53021097,-0.68285418,0.22792064,-1.75626159
5.480000,5480,5480,0,1.16745782,0.00573052,-0.21039456,-3.02780581,-0.68428987,-2.36608362,0.81635255,1.92609799,2.44860911,-0.57174659,0.28232545,-1.70967770
5.490000,5490,5490,0,1.17983389,-0.18080281,-0.26743585,-2.99017429,-0.60837507,-2.26963782,0.74215287,2.09262419,2.31690383,-0.51372933,0.28326666,-1.67044663
5.500000,5500,5500,0,1.17139471,-0.29791445,-0.27984923,-2.87762356,-0.49587297,-2.23418665,0.66416943,2.15973592,2.13181376,-0.52317631,0.23031251,-1.62245667
5.510000,5510,5510,0,1.13155723,-0.34913248,-0.26967192,-2.73147821,-0.36025241,-2.24394703,0.57823938,2.14880586,1.93858242,-0.58084881,0.14313243,-1.56466377
5.520000,5520,5520,0,1.07436109,-0.34828728,-0.24342287,-2.54207230,-0.25326172,-2.26026821,0.50744951,2.11215591,1.75197196,-0.64808220,0.05405842,-1.51183891
5.530000,5530,5530,0,1.02241468,-0.29549950,-0.22434747,-2.36332226,-0.20518896,-2.25047445,0.46211901,2.07952857,1.59070158,-0.69150388,0.01080339,-1.46965003
5.540000,5540,5540,0,0.98165566,-0.22472672,-0.20302144,-2.25924969,-0.17231649,-2.22663212,0.43865630,2.09288430,1.47530282,-0.70575523,0.01401292,-1.44039893
5.550000,5550,5550,0,0.97153217,-0.21678774,-0.14430362,-2.21050429,-0.11537903,-2.22224164,0.45151886,2.10158801,1.38863647,-0.71617210,0.02897798,-1.41348255
5.560000,5560,5560,0,0.98518115,-0.25171226,-0.05483276,-2.20743465,-0.06590211,-2.23448992,0.48338154,2.08102536,1.29747403,-0.73977709,0.05051463,-1.38618457
5.570000,5570,5570,0,1.01205230,-0.28017271,0.00496003,-2.25565553,-0.07272641,-2.25224662,0.53045124,2.03388023,1.22315967,-0.74768901,0.10613237,-1.36911523
5.580000,5580,5580,0,1.04944539,-0.29049420,0.01446923,-2.31204796,-0.10269240,-2.26061869,0.58802742,1.96962047,1.18053722,-0.73483682,0.17907761,-1.35881197
5.590000,5590,5590,0,1.08344746,-0.29715836,0.01834512,-2.33863997,-0.13023698,-2.25959301,0.64508408,1.89687896,1.15836251,-0.71848208,0.22929017,-1.35182405
5.600000,5600,5600,0,1.09922349,-0.29205072,0.02403337,-2.31624627,-0.15269321,-2.24884772,0.69417173,1.82068443,1.13540208,-0.70659971,0.25225639,-1.34439206
5.610000,5610,5610,0,1.09611416,-0.28527403,0.03857899,-2.24266768,-0.16560960,-2.22757912,0.73535037,1.74325883,1.10325933,-0.69881457,0.25398749,-1.32981002
5.620000,5620,5620,0,1.07731104,-0.27520490,0.05142164,-2.12852955,-0.17419374,-2.19472742,0.76996213,1.66960037,1.05828834,-0.69181859,0.24873601,-1.30770683
5.630000,5630,5630,0,1.04537511,-0.26438439,0.06288150,-1.97635031,-0.17837560,-2.15206909,0.79925776,1.59990931,1.00191069,-0.68326914,0.23831771,-1.28106654
5.640000,5640,5640,0,0.99999171,-0.24912177,0.07774642,-1.78817344,-0.17533606,-2.10032248,0.81941104,1.53217769,0.94030017,-0.67108250,0.21981083,-1.24906969
5.650000,5650,5650,0,0.94467038,-0.22166429,0.10057861,-1.57232797,-0.16589466,-2.03747392,0.83092004,1.46390104,0.87281460,-0.65468287,0.19269525,-1.21060467
5.660000,5660,5660,0,0.88382381,-0.17950827,0.13524383,-1.33443952,-0.14998218,-1.96241713,0.83599097,1.38986742,0.79643214,-0.63301301,0.15627913,-1.16294205
5.670000,5670,5670,0,0.81752568,-0.12164305,0.17798927,-1.07786012,-0.13297847,-1.87373555,0.83268732,1.30784822,0.71748376,-0.60161650,0.11660753,-1.10570574
5.680000,5680,5680,0,0.74730271,-0.05430962,0.22433442,-0.79484504,-0.11852419,-1.76943529,0.82244647,1.21380270,0.62821931,-0.55875272,0.08046310,-1.03507710
5.690000,5690,5690,0,0.67270297,0.01859979,0.27101594,-0.46994767,-0.10951083,-1.64622080,0.80813771,1.08839655,0.51384902,-0.50219178,0.04557436,-0.94394326
5.700000,5700,5700,0,0.59174752,0.09861235,0.32469621,-0.10505974,-0.10531940,-1.50618064,0.79026794,0.92880893,0.36659858,-0.44172084,0.00697415,-0.82556844
5.710000,5710,5710,0,0.49950901,0.18070592,0.38204646,0.29787064,-0.11083709,-1.34718919,0.76764435,0.74903691,0.17684652,-0.38867122,-0.04814376,-0.65473604
5.720000,5720,5720,0,0.38059258,0.25917187,0.42658585,0.74112129,-0.13660881,-1.16391182,0.73628610,0.57166278,-0.07952365,-0.36120629,-0.16714726,-0.35717830
5.730000,5730,5730,0,0.19589584,0.30505133,0.41060609,1.25213552,-0.16496328,-0.94059402,0.73590297,0.42432275,-0.44954446,-0.39521766,-0.42853379,0.25674504
5.740000,5740,5740,0,-0.01440750,0.28450513,0.14601018,1.80982423,-0.21600717,-0.59507465,0.73857719,0.08037516,-0.91230166,-0.35567361,-0.77291507,1.24028265
5.750000,5750,5750,0,-0.28973991,0.02630140,-0.57508445,2.17425680,-0.35357493,-0.09640281,0.48286352,-0.54697549,-1.20958221,0.12295540,-0.88451231,2.56438899
5.760000,5760,5760,0,-0.43859044,-0.40427411,-1.70609415,1.67843342,-0.52069259,0.35478288,-0.09229972,-1.28083873,-0.90731138,1.53794742,-0.17642422,3.26572967
5.770000,5770,5770,0,-0.48950079,-0.91396075,-2.34676433,1.13639259,-0.87580210,0.60155004,-0.78492141,-1.27803326,-0.51250046,2.57889295,0.40179366,2.57196236
5.780000,5780,5780,0,-0.58223504,-1.28341150,-2.55567670,0.84379482,-0.96422142,0.84402764,-1.23711205,-0.66756415,-0.24807291,2.96381211,0.42942715,1.60905349
5.790000,5790,5790,0,-0.74068874,-1.47183001,-2.44874024,0.66806751,-0.77675247,1.13046479,-1.38552308,-0.02120078,-0.09601083,3.06778669,0.23527353,1.40796280
5.800000,5800,5800,0,-0.82672995,-1.49973869,-2.43414950,0.51331490,-0.52871168,1.31350863,-1.47066784,0.19918327,-0.04832004,3.12646294,0.14786306,1.35225105
5.810000,5810,5810,0,-0.86696106,-1.47332454,-2.37154746,0.38705847,-0.36916655,1.37357605,-1.52027166,0.24246204,-0.04290058,3.06295109,0.06777307,1.33427954
5.820000,5820,5820,0,-0.85072654,-1.39838040,-2.20276237,0.32290286,-0.28277391,1.34393358,-1.50073147,0.28933910,-0.01657488,2.86369848,-0.00178605,1.27374136
5.830000,5830,5830,0,-0.77608764,-1.32540047,-1.98834205,0.34539613,-0.24693125,1.28452277,-1.41684937,0.31495482,0.01531793,2.56127238,-0.04662043,1.17282224
5.840000,5840,5840,0,-0.70577842,-1.27148867,-1.80740929,0.31983522,-0.20418662,1.24503767,-1.32549620,0.31512067,0.08741133,2.31639838,-0.13397180,1.05675590
5.850000,5850,5850,0,-0.68778139,-1.33148360,-1.73567665,0.27034518,-0.11416446,1.24125552,-1.27727962,0.35981554,0.09688510,2.20031309,-0.22106953,0.93914342
5.860000,5860,5860,0,-0.73263210,-1.52591097,-1.66010725,0.22787781,-0.08462965,1.28784466,-1.31659448,0.51731229,0.08867355,2.21580887,-0.27073592,0.82897198
5.870000,5870,5870,0,-0.74214953,-1.72457504,-1.59713817,0.22436760,-0.06582426,1.32263994,-1.34806025,0.57239795,0.12464558,2.26257372,-0.28374299,0.71199381
5.880000,5880,5880,0,-0.73265111,-1.79083300,-1.54890394,0.24775110,0.01311368,1.30874324,-1.34437478,0.52177453,0.10368718,2.29106617,-0.28926584,0.61550546
5.890000,5890,5890,0,-0.78065544,-1.75168157,-1.50330329,0.24727340,0.13511723,1.30148435,-1.34840488,0.46845874,0.01267980,2.27111769,-0.28690568,0.53412962
5.900000,5900,5900,0,-0.89397079,-1.61416161,-1.41830420,0.20524970,0.21843648,1.28684402,-1.37118721,0.52133131,-0.08410974,2.18263888,-0.29745269,0.50409150
5.910000,5910,5910,0,-0.99692369,-1.47965121,-1.37641025,0.10853917,0.29104882,1.24643159,-1.36975312,0.54771709,-0.10699607,2.11444569,-0.34921584,0.50360298
5.920000,5920,5920,0,-1.04750359,-1.40519786,-1.37391698,0.07024290,0.34355539,1.18102241,-1.36650586,0.55707562,-0.10881050,2.03713965,-0.39906412,0.48563981
5.930000,5930,5930,0,-1.07234776,-1.37412024,-1.34509635,0.05298822,0.39540899,1.14186788,-1.35040653,0.52603757,-0.12772353,1.92979062,-0.42737159,0.41803482
5.940000,5940,5940,0,-1.08988714,-1.34584820,-1.27365601,0.02883797,0.43414056,1.11934793,-1.32164752,0.48686674,-0.15646322,1.79174113,-0.44268131,0.32310930
5.950000,5950,5950,0,-1.09339881,-1.29586995,-1.18861067,-0.01309694,0.40470135,1.09994471,-1.28314555,0.47445706,-0.16796966,1.64292562,-0.45518488,0.21742043
5.960000,5960,5960,0,-1.07203805,-1.25484490,-1.10625815,-0.04388111,0.36341149,1.07224715,-1.22676623,0.44210160,-0.16736545,1.48806155,-0.45110917,0.10230750
5.970000,5970,5970,0,-1.03751373,-1.20103550,-1.01078784,-0.06298483,0.30449259,1.02798104,-1.16569030,0.39186886,-0.17830555,1.30913997,-0.43706024,-0.02255836
5.980000,5980,5980,0,-0.99137431,-1.14803946,-0.91191298,-0.07091152,0.23615646,0.96766388,-1.09685779,0.32803929,-0.18828173,1.08923173,-0.42471927,-0.16087472
5.990000,5990,5990,0,-0.94721502,-1.08102345,-0.78033519,-0.07220177,0.15223223,0.87643647,-1.02026403,0.26132455,-0.20952241,0.83980888,-0.41736770,-0.31615153
6.000000,6000,6000,0,-0.91212982,-0.99233574,-0.63754237,-0.07999752,0.08048058,0.75016010,-0.93153900,0.18557894,-0.23604952,0.55632788,-0.40358567,-0.50541437
6.010000,6010,6010,0,-0.88113528,-0.87320954,-0.46622348,-0.08918176,0.00919545,0.56839615,-0.82476413,0.09125867,-0.28281769,0.20898049,-0.38136211,-0.74666083
