t,lowlevel_cnt,policy_run_steps,warmup,L_hip_pitch,L_hip_roll,L_hip_yaw,L_knee,L_ankle_pitch,L_ankle_roll,R_hip_pitch,R_hip_roll,R_hip_yaw,R_knee,R_ankle_pitch,R_ankle_roll
1.490000,1490,1490,0,-1.03751349,-1.20103574,-1.01078725,-0.06298480,0.30449235,1.02798080,-1.16568971,0.39186862,-0.17830510,1.30913877,-0.43706036,-0.02255866
1.500000,1500,1500,0,-0.99137396,-1.14804018,-0.91191286,-0.07091127,0.23615617,0.96766382,-1.09685719,0.32803872,-0.18828134,1.08923066,-0.42471915,-0.16087466
1.510000,1510,1510,0,-0.94721437,-1.08102417,-0.78033513,-0.07220150,0.15223175,0.87643641,-1.02026367,0.26132438,-0.20952217,0.83980787,-0.41736770,-0.31615165
1.520000,1520,1520,0,-0.91212934,-0.99233633,-0.63754201,-0.07999695,0.08048002,0.75015986,-0.93153858,0.18557867,-0.23604923,0.55632728,-0.40358567,-0.50541461
1.530000,1530,1530,0,-0.88113505,-0.87321037,-0.46622336,-0.08918131,0.00919539,0.56839603,-0.82476383,0.09125867,-0.28281757,0.20898013,-0.38136214,-0.74666059
1.540000,1540,1540,0,-0.83165526,-0.72587204,-0.26624596,-0.11489859,-0.08619725,0.32757315,-0.69087839,-0.00661319,-0.31759414,-0.22577544,-0.38131180,-1.04703367
1.550000,1550,1550,0,-0.77066153,-0.53188175,-0.02801473,-0.15701918,-0.20712957,-0.01081265,-0.54301935,-0.09093282,-0.30269673,-0.76135552,-0.40045154,-1.39273095
1.560000,1560,1560,0,-0.73659086,-0.29118145,0.22895107,-0.24067800,-0.27933183,-0.51228124,-0.38782707,-0.13435496,-0.13378426,-1.36950040,-0.44812667,-1.73196042
1.570000,1570,1570,0,-0.64118809,0.03551264,0.39461842,-0.47178477,-0.24897537,-1.29813063,-0.17706984,-0.09110138,0.46448505,-1.87466538,-0.49661303,-1.93604851
1.580000,1580,1580,0,-0.20118615,0.62925255,0.40127766,-1.05646014,-0.03791063,-2.21298075,0.22667992,0.07701272,1.43199277,-1.88258433,-0.40081555,-1.98478341
1.590000,1590,1590,0,0.33090898,1.01771426,0.39164761,-1.73015809,-0.13294831,-2.74765944,0.64294225,0.35376257,2.14544678,-1.58681881,-0.26522809,-1.91666877
1.600000,1600,1600,0,0.72986799,0.96688849,0.30503792,-2.22424960,-0.40148512,-2.87730432,0.87286592,0.65160477,2.49779391,-1.32078338,-0.08600773,-1.88704062
1.610000,1610,1610,0,0.95321047,0.77700466,0.13316256,-2.57942200,-0.62711388,-2.79963684,0.95110422,1.00671399,2.59488487,-1.05745256,0.08659075,-1.86059642
1.620000,1620,1620,0,1.07874274,0.50684500,-0.02394164,-2.83092594,-0.71141094,-2.65763617,0.93777639,1.37802410,2.58240509,-0.84298652,0.16829704,-1.80726230
1.630000,1630,1630,0,1.14222109,0.23423696,-0.12539762,-2.98257089,-0.72045410,-2.51265860,0.88957918,1.68220496,2.53021145,-0.68285418,0.22792040,-1.75626147
1.640000,1640,1640,0,1.16745806,0.00573078,-0.21039462,-3.02780628,-0.68428975,-2.36608362,0.81635237,1.92609787,2.44860888,-0.57174665,0.28232515,-1.70967770
1.650000,1650,1650,0,1.17983413,-0.18080299,-0.26743561,-2.99017477,-0.60837489,-2.26963830,0.74215293,2.09262371,2.31690407,-0.51372945,0.28326643,-1.67044663
1.660000,1660,1660,0,1.17139482,-0.29791439,-0.27984947,-2.87762356,-0.49587286,-2.23418665,0.66416931,2.15973592,2.13181376,-0.52317649,0.23031215,-1.62245667
1.670000,1670,1670,0,1.13155723,-0.34913260,-0.26967174,-2.73147821,-0.36025238,-2.24394703,0.57823920,2.14880586,1.93858242,-0.58084875,0.14313196,-1.56466365
1.680000,1680,1680,0,1.07436097,-0.34828752,-0.24342275,-2.54207230,-0.25326169,-2.26026845,0.50744939,2.11215591,1.75197196,-0.64808226,0.05405836,-1.51183891
1.690000,1690,1690,0,1.02241457,-0.29549968,-0.22434759,-2.36332226,-0.20518893,-2.25047445,0.46211901,2.07952857,1.59070146,-0.69150394,0.01080357,-1.46964979
1.700000,1700,1700,0,0.98165542,-0.22472672,-0.20302171,-2.25924969,-0.17231652,-2.22663212,0.43865588,2.09288383,1.47530293,-0.70575535,0.01401268,-1.44039893
1.710000,1710,1710,0,0.97153223,-0.21678771,-0.14430338,-2.21050453,-0.11537894,-2.22224164,0.45151863,2.10158825,1.38863659,-0.71617210,0.02897780,-1.41348255
1.720000,1720,1720,0,0.98518103,-0.25171238,-0.05483264,-2.20743465,-0.06590214,-2.23448992,0.48338142,2.08102536,1.29747403,-0.73977727,0.05051433,-1.38618422
1.730000,1730,1730,0,1.01205218,-0.28017271,0.00495997,-2.25565529,-0.07272635,-2.25224686,0.53045118,2.03388000,1.22315979,-0.74768889,0.10613237,-1.36911523
1.740000,1740,1740,0,1.04944563,-0.29049408,0.01446953,-2.31204796,-0.10269243,-2.26061893,0.58802748,1.96962070,1.18053722,-0.73483694,0.17907743,-1.35881197
1.750000,1750,1750,0,1.08344722,-0.29715836,0.01834482,-2.33863974,-0.13023695,-2.25959301,0.64508384,1.89687896,1.15836251,-0.71848226,0.22929005,-1.35182405
1.760000,1760,1760,0,1.09922361,-0.29205048,0.02403334,-2.31624651,-0.15269318,-2.24884772,0.69417167,1.82068431,1.13540220,-0.70659953,0.25225657,-1.34439206
1.770000,1770,1770,0,1.09611416,-0.28527379,0.03857917,-2.24266768,-0.16560978,-2.22757888,0.73535055,1.74325883,1.10325933,-0.69881463,0.25398743,-1.32980990
1.780000,1780,1780,0,1.07731116,-0.27520478,0.05142164,-2.12852955,-0.17419368,-2.19472742,0.76996237,1.66960049,1.05828869,-0.69181848,0.24873631,-1.30770683
1.790000,1790,1790,0,1.04537511,-0.26438445,0.06288159,-1.97635031,-0.17837563,-2.15206909,0.79925776,1.59990954,1.00191045,-0.68326926,0.23831753,-1.28106654
1.800000,1800,1800,0,0.99999171,-0.24912201,0.07774633,-1.78817344,-0.17533615,-2.10032248,0.81941098,1.53217757,0.94030005,-0.67108238,0.21981077,-1.24906981
1.810000,1810,1810,0,0.94467014,-0.22166421,0.10057852,-1.57232785,-0.16589481,-2.03747392,0.83092004,1.46390128,0.87281460,-0.65468299,0.19269519,-1.21060443
1.820000,1820,1820,0,0.88382381,-0.17950836,0.13524368,-1.33443952,-0.14998215,-1.96241713,0.83599108,1.38986707,0.79643208,-0.63301277,0.15627907,-1.16294217
1.830000,1830,1830,0,0.81752580,-0.12164304,0.17798938,-1.07786000,-0.13297844,-1.87373543,0.83268720,1.30784822,0.71748382,-0.60161650,0.11660741,-1.10570574
1.840000,1840,1840,0,0.74730271,-0.05430958,0.22433454,-0.79484481,-0.11852419,-1.76943517,0.82244653,1.21380258,0.62821931,-0.55875266,0.08046298,-1.03507710
1.850000,1850,1850,0,0.67270309,0.01859972,0.27101618,-0.46994779,-0.10951091,-1.64622092,0.80813771,1.08839691,0.51384920,-0.50219178,0.04557465,-0.94394338
1.860000,1860,1860,0,0.59174758,0.09861226,0.32469606,-0.10505980,-0.10531934,-1.50618052,0.79026812,0.92880881,0.36659840,-0.44172084,0.00697403,-0.82556844
1.870000,1870,1870,0,0.49950889,0.18070583,0.38204640,0.29787078,-0.11083715,-1.34718931,0.76764423,0.74903691,0.17684661,-0.38867122,-0.04814382,-0.65473592
1.880000,1880,1880,0,0.38059261,0.25917196,0.42658588,0.74112135,-0.13660869,-1.16391170,0.73628610,0.57166290,-0.07952371,-0.36120623,-0.16714726,-0.35717824
1.890000,1890,1890,0,0.19589575,0.30505139,0.41060627,1.25213552,-0.16496333,-0.94059396,0.73590291,0.42432272,-0.44954455,-0.39521766,-0.42853373,0.25674504
1.900000,1900,1900,0,-0.01440750,0.28450516,0.14601000,1.80982423,-0.21600714,-0.59507471,0.73857725,0.08037505,-0.91230160,-0.35567361,-0.77291518,1.24028289
1.910000,1910,1910,0,-0.28973991,0.02630143,-0.57508445,2.17425680,-0.35357499,-0.09640284,0.48286349,-0.54697549,-1.20958221,0.12295550,-0.88451231,2.56438923
1.920000,1920,1920,0,-0.43859038,-0.40427411,-1.70609426,1.67843318,-0.52069265,0.35478276,-0.09229984,-1.28083897,-0.90731138,1.53794742,-0.17642413,3.26572967
1.930000,1930,1930,0,-0.48950079,-0.91396081,-2.34676480,1.13639283,-0.87580222,0.60155016,-0.78492141,-1.27803326,-0.51250058,2.57889318,0.40179378,2.57196236
1.940000,1940,1940,0,-0.58223522,-1.28341162,-2.55567670,0.84379470,-0.96422124,0.84402770,-1.23711205,-0.66756403,-0.24807294,2.96381235,0.42942724,1.60905337
1.950000,1950,1950,0,-0.74068892,-1.47182989,-2.44874024,0.66806740,-0.77675235,1.13046491,-1.38552308,-0.02120075,-0.09601051,3.06778646,0.23527367,1.40796292
1.960000,1960,1960,0,-0.82672989,-1.49973845,-2.43414950,0.51331484,-0.52871162,1.31350875,-1.47066784,0.19918323,-0.04832013,3.12646294,0.14786308,1.35225129
1.970000,1970,1970,0,-0.86696094,-1.47332466,-2.37154746,0.38705856,-0.36916649,1.37357616,-1.52027178,0.24246198,-0.04290055,3.06295109,0.06777312,1.33427966
1.980000,1980,1980,0,-0.85072643,-1.39838028,-2.20276213,0.32290301,-0.28277415,1.34393370,-1.50073171,0.28933907,-0.01657479,2.86369848,-0.00178608,1.27374136
1.990000,1990,1990,0,-0.77608782,-1.32540059,-1.98834205,0.34539619,-0.24693102,1.28452289,-1.41684937,0.31495467,0.01531772,2.56127238,-0.04662039,1.17282224
2.000000,2000,2000,0,-0.70577842,-1.27148843,-1.80740929,0.31983519,-0.20418680,1.24503744,-1.32549620,0.31512076,0.08741115,2.31639862,-0.13397172,1.05675578
2.010000,2010,2010,0,-0.68778139,-1.33148360,-1.73567653,0.27034518,-0.11416446,1.24125576,-1.27727973,0.35981566,0.09688531,2.20031285,-0.22106953,0.93914330
2.020000,2020,2020,0,-0.73263210,-1.52591109,-1.66010714,0.22787787,-0.08462965,1.28784454,-1.31659448,0.51731229,0.08867361,2.21580887,-0.27073610,0.82897186
2.030000,2030,2030,0,-0.74214953,-1.72457528,-1.59713817,0.22436754,-0.06582420,1.32263994,-1.34806037,0.57239795,0.12464552,2.26257372,-0.28374299,0.71199381
2.040000,2040,2040,0,-0.73265094,-1.79083300,-1.54890370,0.24775112,0.01311398,1.30874324,-1.34437466,0.52177465,0.10368715,2.29106617,-0.28926584,0.61550546
2.050000,2050,2050,0,-0.78065544,-1.75168145,-1.50330305,0.24727337,0.13511717,1.30148435,-1.34840465,0.46845868,0.01267974,2.27111793,-0.28690562,0.53412962
2.060000,2060,2060,0,-0.89397091,-1.61416173,-1.41830444,0.20524967,0.21843654,1.28684402,-1.37118721,0.52133131,-0.08410980,2.18263888,-0.29745263,0.50409150
2.070000,2070,2070,0,-0.99692363,-1.47965097,-1.37641037,0.10853916,0.29104882,1.24643159,-1.36975324,0.54771698,-0.10699596,2.11444569,-0.34921581,0.50360298
2.080000,2080,2080,0,-1.04750371,-1.40519786,-1.37391686,0.07024290,0.34355539,1.18102229,-1.36650586,0.55707562,-0.10881056,2.03713942,-0.39906403,0.48563990
2.090000,2090,2090,0,-1.07234776,-1.37412047,-1.34509623,0.05298810,0.39540923,1.14186811,-1.35040641,0.52603757,-0.12772347,1.92979050,-0.42737162,0.41803488
2.100000,2100,2100,0,-1.08988714,-1.34584856,-1.27365601,0.02883773,0.43414080,1.11934805,-1.32164764,0.48686656,-0.15646328,1.79174113,-0.44268143,0.32310909
2.110000,2110,2110,0,-1.09339881,-1.29586995,-1.18861079,-0.01309694,0.40470153,1.09994471,-1.28314567,0.47445717,-0.16796948,1.64292562,-0.45518488,0.21742037
2.120000,2120,2120,0,-1.07203782,-1.25484490,-1.10625780,-0.04388120,0.36341125,1.07224739,-1.22676611,0.44210166,-0.16736580,1.48806155,-0.45110899,0.10230735
2.130000,2130,2130,0,-1.03751361,-1.20103550,-1.01078784,-0.06298480,0.30449247,1.02798116,-1.16569006,0.39186877,-0.17830534,1.30913985,-0.43706027,-0.02255845
2.140000,2140,2140,0,-0.99137431,-1.14803934,-0.91191304,-0.07091153,0.23615634,0.96766388,-1.09685791,0.32803938,-0.18828161,1.08923185,-0.42471918,-0.16087463
2.150000,2150,2150,0,-0.94721478,-1.08102357,-0.78033531,-0.07220171,0.15223229,0.87643641,-1.02026415,0.26132461,-0.20952253,0.83980894,-0.41736779,-0.31615162
2.160000,2160,2160,0,-0.91212976,-0.99233562,-0.63754219,-0.07999753,0.08048061,0.75016016,-0.93153900,0.18557902,-0.23604950,0.55632794,-0.40358573,-0.50541449
2.170000,2170,2170,0,-0.88113517,-0.87320954,-0.46622336,-0.08918168,0.00919522,0.56839627,-0.82476407,0.09125866,-0.28281766,0.20898040,-0.38136223,-0.74666083
2.180000,2180,2180,0,-0.83165532,-0.72587156,-0.26624596,-0.11489876,-0.08619707,0.32757312,-0.69087851,-0.00661299,-0.31759408,-0.22577514,-0.38131177,-1.04703355
2.190000,2190,2190,0,-0.77066153,-0.53188151,-0.02801449,-0.15701942,-0.20712936,-0.01081250,-0.54301935,-0.09093276,-0.30269665,-0.76135540,-0.40045157,-1.39273095
2.200000,2200,2200,0,-0.73659074,-0.29118115,0.22895148,-0.24067833,-0.27933180,-0.51228148,-0.38782704,-0.13435514,-0.13378431,-1.36950052,-0.44812667,-1.73196077
2.210000,2210,2210,0,-0.64118791,0.03551273,0.39461866,-0.47178516,-0.24897543,-1.29813075,-0.17706963,-0.09110144,0.46448529,-1.87466550,-0.49661282,-1.93604851
2.220000,2220,2220,0,-0.20118596,0.62925249,0.40127739,-1.05646026,-0.03791063,-2.21298122,0.22668013,0.07701267,1.43199301,-1.88258421,-0.40081567,-1.98478341
2.230000,2230,2230,0,0.33090910,1.01771390,0.39164773,-1.73015809,-0.13294825,-2.74765944,0.64294231,0.35376242,2.14544654,-1.58681881,-0.26522824,-1.91666865
2.240000,2240,2240,0,0.72986799,0.96688831,0.30503792,-2.22424936,-0.40148520,-2.87730455,0.87286597,0.65160453,2.49779367,-1.32078350,-0.08600791,-1.88704050
2.250000,2250,2250,0,0.95321035,0.77700460,0.13316262,-2.57942176,-0.62711400,-2.79963684,0.95110428,1.00671399,2.59488487,-1.05745256,0.08659087,-1.86059618
2.260000,2260,2260,0,1.07874250,0.50684494,-0.02394164,-2.83092570,-0.71141094,-2.65763593,0.93777651,1.37802398,2.58240509,-0.84298635,0.16829740,-1.80726218
2.270000,2270,2270,0,1.14222097,0.23423709,-0.12539756,-2.98257065,-0.72045416,-2.51265836,0.88957936,1.68220472,2.53021145,-0.68285412,0.22792087,-1.75626159
2.280000,2280,2280,0,1.16745794,0.00573082,-0.21039438,-3.02780581,-0.68428993,-2.36608362,0.81635261,1.92609811,2.44860888,-0.57174647,0.28232533,-1.70967758
2.290000,2290,2290,0,1.17983401,-0.18080328,-0.26743591,-2.99017429,-0.60837501,-2.26963806,0.74215293,2.09262371,2.31690407,-0.51372927,0.28326648,-1.67044663
2.300000,2300,2300,0,1.17139471,-0.29791433,-0.27984923,-2.87762356,-0.49587286,-2.23418665,0.66416925,2.15973592,2.13181400,-0.52317661,0.23031239,-1.62245679
2.310000,2310,2310,0,1.13155735,-0.34913242,-0.26967186,-2.73147821,-0.36025232,-2.24394703,0.57823914,2.14880586,1.93858242,-0.58084875,0.14313225,-1.56466365
2.320000,2320,2320,0,1.07436109,-0.34828740,-0.24342281,-2.54207230,-0.25326157,-2.26026821,0.50744933,2.11215591,1.75197196,-0.64808220,0.05405830,-1.51183879
2.330000,2330,2330,0,1.02241445,-0.29549950,-0.22434759,-2.36332226,-0.20518902,-2.25047445,0.46211895,2.07952857,1.59070146,-0.69150400,0.01080333,-1.46964979
2.340000,2340,2340,0,0.98165542,-0.22472690,-0.20302159,-2.25924945,-0.17231649,-2.22663212,0.43865594,2.09288406,1.47530270,-0.70575535,0.01401280,-1.44039881
2.350000,2350,2350,0,0.97153217,-0.21678774,-0.14430338,-2.21050453,-0.11537897,-2.22224164,0.45151868,2.10158825,1.38863623,-0.71617186,0.02897798,-1.41348243
2.360000,2360,2360,0,0.98518127,-0.25171238,-0.05483264,-2.20743489,-0.06590211,-2.23448992,0.48338154,2.08102536,1.29747391,-0.73977709,0.05051457,-1.38618422
2.370000,2370,2370,0,1.01205206,-0.28017271,0.00496000,-2.25565529,-0.07272626,-2.25224638,0.53045088,2.03388023,1.22315979,-0.74768901,0.10613225,-1.36911535
2.380000,2380,2380,0,1.04944539,-0.29049420,0.01446923,-2.31204796,-0.10269261,-2.26061893,0.58802730,1.96962023,1.18053734,-0.73483688,0.17907737,-1.35881186
2.390000,2390,2390,0,1.08344746,-0.29715824,0.01834506,-2.33863974,-0.13023695,-2.25959301,0.64508408,1.89687896,1.15836263,-0.71848226,0.22929023,-1.35182405
2.400000,2400,2400,0,1.09922349,-0.29205072,0.02403331,-2.31624627,-0.15269306,-2.24884772,0.69417167,1.82068419,1.13540220,-0.70659959,0.25225633,-1.34439206
2.410000,2410,2410,0,1.09611416,-0.28527367,0.03857908,-2.24266791,-0.16560969,-2.22757912,0.73535037,1.74325895,1.10325921,-0.69881463,0.25398755,-1.32980990
2.420000,2420,2420,0,1.07731104,-0.27520490,0.05142164,-2.12852979,-0.17419368,-2.19472742,0.76996231,1.66960049,1.05828857,-0.69181842,0.24873607,-1.30770683
2.430000,2430,2430,0,1.04537511,-0.26438439,0.06288132,-1.97635031,-0.17837572,-2.15206909,0.79925781,1.59990931,1.00191057,-0.68326938,0.23831765,-1.28106654
2.440000,2440,2440,0,0.99999148,-0.24912192,0.07774639,-1.78817344,-0.17533624,-2.10032248,0.81941086,1.53217769,0.94030023,-0.67108250,0.21981059,-1.24906981
2.450000,2450,2450,0,0.94467026,-0.22166450,0.10057867,-1.57232785,-0.16589457,-2.03747392,0.83092010,1.46390116,0.87281466,-0.65468282,0.19269519,-1.21060455
2.460000,2460,2460,0,0.88382381,-0.17950819,0.13524356,-1.33443952,-0.14998221,-1.96241713,0.83599120,1.38986707,0.79643232,-0.63301277,0.15627931,-1.16294217
2.470000,2470,2470,0,0.81752580,-0.12164292,0.17798942,-1.07786024,-0.13297856,-1.87373555,0.83268732,1.30784845,0.71748406,-0.60161650,0.11660759,-1.10570586
2.480000,2480,2480,0,0.74730271,-0.05430964,0.22433457,-0.79484499,-0.11852410,-1.76943517,0.82244653,1.21380234,0.62821925,-0.55875272,0.08046304,-1.03507710
2.490000,2490,2490,0,0.67270303,0.01859985,0.27101597,-0.46994770,-0.10951100,-1.64622092,0.80813771,1.08839691,0.51384920,-0.50219172,0.04557442,-0.94394338
2.500000,2500,2500,0,0.59174746,0.09861223,0.32469606,-0.10505977,-0.10531940,-1.50618064,0.79026800,0.92880881,0.36659840,-0.44172084,0.00697391,-0.82556844
2.510000,2510,2510,0,0.49950889,0.18070582,0.38204652,0.29787084,-0.11083714,-1.34718919,0.76764423,0.74903679,0.17684652,-0.38867122,-0.04814379,-0.65473592
2.520000,2520,2520,0,0.38059255,0.25917202,0.42658594,0.74112123,-0.13660881,-1.16391170,0.73628610,0.57166278,-0.07952356,-0.36120635,-0.16714732,-0.35717830
2.530000,2530,2530,0,0.19589584,0.30505127,0.41060627,1.25213540,-0.16496323,-0.94059396,0.73590297,0.42432296,-0.44954446,-0.39521760,-0.42853364,0.25674492
2.540000,2540,2540,0,-0.01440744,0.28450507,0.14601006,1.80982423,-0.21600699,-0.59507471,0.73857725,0.08037506,-0.91230160,-0.35567361,-0.77291512,1.24028277
2.550000,2550,2550,0,-0.28973991,0.02630170,-0.57508439,2.17425680,-0.35357499,-0.09640293,0.48286346,-0.54697549,-1.20958233,0.12295541,-0.88451231,2.56438899
2.560000,2560,2560,0,-0.43859050,-0.40427423,-1.70609403,1.67843306,-0.52069259,0.35478285,-0.09229978,-1.28083897,-0.90731150,1.53794730,-0.17642419,3.26572967
2.570000,2570,2570,0,-0.48950064,-0.91396058,-2.34676480,1.13639259,-0.87580198,0.60155004,-0.78492147,-1.27803326,-0.51250058,2.57889271,0.40179372,2.57196236
2.580000,2580,2580,0,-0.58223516,-1.28341150,-2.55567646,0.84379470,-0.96422142,0.84402770,-1.23711169,-0.66756403,-0.24807303,2.96381235,0.42942718,1.60905361
2.590000,2590,2590,0,-0.74068886,-1.47183025,-2.44874024,0.66806751,-0.77675223,1.13046503,-1.38552308,-0.02120051,-0.09601074,3.06778669,0.23527350,1.40796280
2.600000,2600,2600,0,-0.82673007,-1.49973845,-2.43414950,0.51331478,-0.52871162,1.31350875,-1.47066796,0.19918314,-0.04832001,3.12646294,0.14786308,1.35225117
2.610000,2610,2610,0,-0.86696112,-1.47332478,-2.37154746,0.38705847,-0.36916631,1.37357616,-1.52027154,0.24246183,-0.04290073,3.06295109,0.06777303,1.33427954
2.620000,2620,2620,0,-0.85072649,-1.39838028,-2.20276237,0.32290277,-0.28277421,1.34393370,-1.50073171,0.28933924,-0.01657473,2.86369848,-0.00178603,1.27374148
2.630000,2630,2630,0,-0.77608776,-1.32540035,-1.98834205,0.34539607,-0.24693102,1.28452277,-1.41684937,0.31495455,0.01531787,2.56127238,-0.04662043,1.17282212
2.640000,2640,2640,0,-0.70577854,-1.27148867,-1.80740929,0.31983528,-0.20418650,1.24503767,-1.32549644,0.31512076,0.08741127,2.31639862,-0.13397169,1.05675602
2.650000,2650,2650,0,-0.68778145,-1.33148360,-1.73567665,0.27034518,-0.11416446,1.24125552,-1.27727973,0.35981551,0.09688522,2.20031309,-0.22106954,0.93914342
2.660000,2660,2660,0,-0.73263222,-1.52591097,-1.66010714,0.22787787,-0.08462977,1.28784466,-1.31659448,0.51731241,0.08867361,2.21580887,-0.27073592,0.82897198
2.670000,2670,2670,0,-0.74214947,-1.72457528,-1.59713793,0.22436757,-0.06582402,1.32263982,-1.34806049,0.57239795,0.12464546,2.26257372,-0.28374302,0.71199369
2.680000,2680,2680,0,-0.73265100,-1.79083335,-1.54890394,0.24775116,0.01311398,1.30874324,-1.34437454,0.52177441,0.10368697,2.29106617,-0.28926590,0.61550558
2.690000,2690,2690,0,-0.78065544,-1.75168133,-1.50330305,0.24727345,0.13511711,1.30148435,-1.34840465,0.46845886,0.01267992,2.27111769,-0.28690568,0.53412974
2.700000,2700,2700,0,-0.89397091,-1.61416173,-1.41830420,0.20524956,0.21843672,1.28684425,-1.37118721,0.52133107,-0.08410974,2.18263888,-0.29745257,0.50409150
2.710000,2710,2710,0,-0.99692374,-1.47965109,-1.37641048,0.10853916,0.29104865,1.24643147,-1.36975312,0.54771709,-0.10699622,2.11444545,-0.34921581,0.50360292
2.720000,2720,2720,0,-1.04750359,-1.40519786,-1.37391686,0.07024287,0.34355551,1.18102241,-1.36650586,0.55707562,-0.10881044,2.03713965,-0.39906406,0.48563984
2.730000,2730,2730,0,-1.07234788,-1.37412059,-1.34509635,0.05298816,0.39540905,1.14186800,-1.35040653,0.52603757,-0.12772377,1.92979062,-0.42737159,0.41803485
2.740000,2740,2740,0,-1.08988702,-1.34584808,-1.27365625,0.02883782,0.43414056,1.11934793,-1.32164752,0.48686674,-0.15646319,1.79174113,-0.44268152,0.32310918
2.750000,2750,2750,0,-1.09339881,-1.29587007,-1.18861079,-0.01309694,0.40470159,1.09994483,-1.28314567,0.47445700,-0.16796966,1.64292574,-0.45518482,0.21742037
2.760000,2760,2760,0,-1.07203794,-1.25484490,-1.10625792,-0.04388129,0.36341119,1.07224727,-1.22676623,0.44210181,-0.16736557,1.48806167,-0.45110908,0.10230738
2.770000,2770,2770,0,-1.03751373,-1.20103550,-1.01078796,-0.06298480,0.30449265,1.02798116,-1.16569018,0.39186886,-0.17830540,1.30913985,-0.43706033,-0.02255830
2.780000,2780,2780,0,-0.99137431,-1.14803934,-0.91191280,-0.07091153,0.23615628,0.96766394,-1.09685791,0.32803920,-0.18828179,1.08923185,-0.42471921,-0.16087486
2.790000,2790,2790,0,-0.94721484,-1.08102345,-0.78033543,-0.07220178,0.15223232,0.87643635,-1.02026415,0.26132476,-0.20952235,0.83980894,-0.41736776,-0.31615156
2.800000,2800,2800,0,-0.91212994,-0.99233586,-0.63754225,-0.07999752,0.08048076,0.75016010,-0.93153894,0.18557906,-0.23604964,0.55632800,-0.40358573,-0.50541449
2.810000,2810,2810,0,-0.88113517,-0.87320948,-0.46622333,-0.08918157,0.00919539,0.56839615,-0.82476413,0.09125860,-0.28281775,0.20898041,-0.38136214,-0.74666095
2.820000,2820,2820,0,-0.83165532,-0.72587144,-0.26624584,-0.11489885,-0.08619731,0.32757318,-0.69087845,-0.00661300,-0.31759408,-0.22577532,-0.38131177,-1.04703367
2.830000,2830,2830,0,-0.77066159,-0.53188151,-0.02801448,-0.15701948,-0.20712936,-0.01081256,-0.54301935,-0.09093270,-0.30269656,-0.76135552,-0.40045148,-1.39273095
2.840000,2840,2840,0,-0.73659074,-0.29118121,0.22895145,-0.24067830,-0.27933180,-0.51228148,-0.38782695,-0.13435516,-0.13378428,-1.36950052,-0.44812673,-1.73196077
2.850000,2850,2850,0,-0.64118791,0.03551272,0.39461860,-0.47178519,-0.24897546,-1.29813075,-0.17706960,-0.09110142,0.46448535,-1.87466550,-0.49661288,-1.93604875
2.860000,2860,2860,0,-0.20118588,0.62925237,0.40127742,-1.05646026,-0.03791048,-2.21298122,0.22668016,0.07701266,1.43199301,-1.88258433,-0.40081552,-1.98478341
2.870000,2870,2870,0,0.33090916,1.01771379,0.39164773,-1.73015821,-0.13294837,-2.74765944,0.64294255,0.35376248,2.14544678,-1.58681881,-0.26522824,-1.91666889
2.880000,2880,2880,0,0.72986823,0.96688837,0.30503809,-2.22424960,-0.40148515,-2.87730432,0.87286597,0.65160453,2.49779391,-1.32078350,-0.08600755,-1.88704050
2.890000,2890,2890,0,0.95321029,0.77700454,0.13316244,-2.57942176,-0.62711400,-2.79963684,0.95110428,1.00671387,2.59488487,-1.05745244,0.08659105,-1.86059630
2.900000,2900,2900,0,1.07874250,0.50684506,-0.02394158,-2.83092594,-0.71141094,-2.65763593,0.93777645,1.37802422,2.58240509,-0.84298635,0.16829745,-1.80726230
2.910000,2910,2910,0,1.14222121,0.23423706,-0.12539780,-2.98257065,-0.72045416,-2.51265836,0.88957942,1.68220484,2.53021097,-0.68285418,0.22792082,-1.75626135
2.920000,2920,2920,0,1.16745782,0.00573084,-0.21039444,-3.02780581,-0.68428999,-2.36608362,0.81635261,1.92609787,2.44860888,-0.57174659,0.28232527,-1.70967782
2.930000,2930,2930,0,1.17983401,-0.18080308,-0.26743591,-2.99017429,-0.60837495,-2.26963806,0.74215275,2.09262395,2.31690407,-0.51372939,0.28326648,-1.67044663
2.940000,2940,2940,0,1.17139471,-0.29791451,-0.27984917,-2.87762356,-0.49587291,-2.23418665,0.66416925,2.15973592,2.13181400,-0.52317637,0.23031221,-1.62245667
2.950000,2950,2950,0,1.13155746,-0.34913236,-0.26967174,-2.73147821,-0.36025229,-2.24394703,0.57823938,2.14880586,1.93858242,-0.58084875,0.14313237,-1.56466365
2.960000,2960,2960,0,1.07436109,-0.34828728,-0.24342287,-2.54207230,-0.25326169,-2.26026821,0.50744933,2.11215591,1.75197184,-0.64808214,0.05405830,-1.51183891
2.970000,2970,2970,0,1.02241445,-0.29549968,-0.22434756,-2.36332226,-0.20518896,-2.25047445,0.46211889,2.07952833,1.59070182,-0.69150388,0.01080345,-1.46965003
2.980000,2980,2980,0,0.98165542,-0.22472666,-0.20302159,-2.25924969,-0.17231652,-2.22663188,0.43865594,2.09288430,1.47530270,-0.70575535,0.01401274,-1.44039893
2.990000,2990,2990,0,0.97153217,-0.21678765,-0.14430350,-2.21050453,-0.11537894,-2.22224164,0.45151874,2.10158801,1.38863635,-0.71617204,0.02897786,-1.41348243
